gene_id	CD34_FPKM	GM12878_FPKM	H1-hESC_FPKM	HMEC_FPKM	HSMM_FPKM	HUVEC_FPKM	MRG_FPKM	neural_FPKM	NHLF_FPKM	MSC_FPKM
TLX1NB	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TLX2	0.0	0.024137607	0.06333795	0.16570423	0.08372498	0.0	0.0820104	0.0	0.0	0.0
TLX3	0.01719299	0.0	0.003205756	0.0	0.005580863	0.0	1.2240648	0.0	0.0	0.0
TM2D1	11.351795	19.9701	7.906788	14.59531	21.94193	18.28634	10.244678	53.72909	15.16088	26.14439
TM2D2	3.665999	7.729837	10.47655	10.483269	12.74955	19.75052	7.943058	8.84525	23.23408	16.47234
TM2D3	23.51671	56.26406	18.69024	28.90557	28.15221	34.74459	27.93304	229.4288	40.89962	20.99358
TM4SF1	10.244678	0.0603758	0.6238642	191.5371	230.6422	1256.5679	11.200984	0.5570064	157.9262	45.80395
TM4SF18	0.0	0.0	1.2116839	0.0	1.1064598	32.00776	1.877524	0.14004604	0.015586741	0.3631385
TM4SF19	0.13115023	0.12641546	0.017614293	2.098716	0.05924185	0.026513638	0.060932	0.0	0.08139159	4.686077
TM4SF19-TCTEX1D2	0.3067208	0.07892198	0.009698668	0.14120389	0.010226857	0.015415228	0.021075177	0.0	0.10273654	1.570682
TM4SF20	0.0	0.07460498	0.00107533	0.0	0.1706952	0.020614304	0.0	0.13805102	0.8206927	0.0
TM4SF4	0.0	0.004589761	0.0	0.0	1.718769	0.0	0.027020142	0.10465384	0.18246688	0.07011521
TM4SF5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TM6SF1	4.556331	3.005093	1.0673979	1.3973032	5.023033	24.74722	0.7589739	11.976384	10.345846	4.991106
TM6SF2	0.0	0.0	9.087632	0.012570904	1.1406877	0.2639364	0.5913536	0.02549094	0.7769636	1.4734844
TM7SF2	9.098344	4.519591	58.37831	10.529616	3.676482	22.44264	108.27307	31.40815	6.654638	31.06197
TM7SF3	66.74999	65.06318	19.06283	93.95576	14.98988	16.86004	7.448856	9.077215	19.66653	19.05734
TM9SF1	6.041572	7.715109	15.9653	30.223	29.19417	39.16827	16.56135	9.571404	24.64152	25.33794
TM9SF2	47.94898	55.7856	40.49775	58.1436	65.7315	50.66831	39.98444	66.9225	67.86749	49.13045
TM9SF3	31.93908	34.36689	16.38103	22.9043	51.16119	22.75766	17.23978	38.41594	47.88784	38.3615
TM9SF4	15.31605	23.15161	53.3681	47.86332	47.8344	49.16559	37.83875	8.497822	56.76239	42.6348
TMA16	19.29495	21.65112	3.453919	7.334314	8.644258	2.082412	9.558232	2.846648	9.369702	18.43724
TMA7	19.18679	84.61237	5.889658	14.64766	20.37638	4.039683	33.61089	81.6404	51.0924	80.92575
TMBIM1	54.7104	16.89108	20.35903	215.3118	81.07667	112.47797	0.2868465	0.03265646	56.16932	57.03702
TMBIM4	27.59844	29.39601	7.729837	20.04127	23.30684	69.40703	21.32051	4.167891	30.85944	26.65231
TMBIM6	181.4728	198.8149	282.4326	385.8821	317.9848	248.7357	297.5015	181.4728	303.7968	235.2359
TMC1	0.0	0.04554625	0.20584447	0.023849385	0.016531717	0.09648916	0.0	0.0	0.013466399	0.07925037
TMC2	0.009526904	0.030241436	0.00219169	0.014966198	0.002279427	0.0326	0.03215843	0.16436106	0.019776228	0.0
TMC3	0.13110481	0.08911451	0.011737117	0.05101297	0.022384031	0.0	0.041286862	0.037856278	0.11048986	0.04469199
TMC4	0.3051159	0.028575077	3.699237	3.89512	0.13682526	1.627915	0.07304439	0.13247909	0.7758513	0.8582006
TMC5	0.06611671	0.07614008	0.572471	0.19330492	0.024987339	0.09438146	0.028014708	0.09363735	0.17376563	0.10878155
TMC6	42.7341	14.5349	27.60851	5.798802	1.679773	14.31103	5.388163	0.1220463	0.4712181	35.2796
TMC7	0.1831383	0.01741693	1.2221651	8.53962	1.992821	5.103093	1.0401665	1.528252	0.4368928	0.7761706
TMC8	89.77321	19.64555	0.7982644	0.027056421	0.03619404	0.15464548	0.027327071	0.8134402	0.0	0.6346782
TMCC1	3.076859	5.206717	6.274267	10.485759	15.60808	9.256833	5.277174	9.97928	5.15369	3.884532
TMCC2	2.580577	1.3197502	7.366829	1.558828	2.986827	2.169775	12.326238	17.28937	2.133618	1.2320737
TMCC3	0.07105424	20.04869	0.691154	7.468884	8.892797	10.003455	0.7447491	1.2884638	0.2865243	0.15608823
TMCO1	10.65051	27.1893	9.145836	12.99601	27.8824	15.32793	14.18221	21.3677	27.31561	27.45417
TMCO2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.025659166	0.0
TMCO3	19.07579	10.029348	19.71265	27.07977	39.9761	51.58988	27.66658	30.9962	50.05286	39.31598
TMCO4	7.358741	4.907543	1.785268	3.374707	1.623744	5.147083	0.10111855	0.03129383	5.65385	6.05769
TMCO5A	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TMCO5B	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TMCO6	7.318279	5.342429	36.59244	10.492968	5.720767	18.33535	8.799246	7.235313	3.77847	2.30546
TMED1	13.89267	6.842308	31.60016	27.91646	17.90816	50.20797	38.08111	11.084728	23.37373	12.303601
TMED10	42.19909	80.73671	47.99291	92.73024	103.89325	82.21829	33.51255	39.41588	113.03233	77.42431
TMED10P1	0.8453389	0.8140342	0.16008752	1.1576032	1.518746	0.414435	0.16722899	1.428516	1.570682	0.7232109
TMED11P	0.0	0.0	0.004499933	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TMED2	108.19136	114.00653	88.53123	142.4282	206.0503	125.9498	56.7966	133.19	204.3618	153.7521
TMED3	78.35566	60.9764	86.00781	149.3095	131.4449	223.0171	54.48511	50.00177	154.3823	95.29759
TMED4	64.63727	60.32112	66.22013	59.04322	98.99431	82.96347	100.0948	89.14066	66.34196	53.43829
TMED5	14.37583	32.0146	5.581535	12.47102	15.66655	10.817911	4.120792	7.497537	20.23047	18.58552
TMED6	0.17022223	0.5185336	0.014537974	0.21999504	0.3356522	0.1877384	0.05578779	0.15340496	0.3472911	0.20590987
TMED7	19.00821	19.33447	14.19386	34.19848	49.37246	25.48291	9.907998	33.35763	58.52366	44.34179
TMED7-TICAM2	0.0	1.780293	0.3960178	3.482559	3.665999	3.074244	0.022221588	0.7178519	5.422952	1.3921833
TMED8	18.39733	35.02438	7.54535	11.788566	5.982525	8.190618	5.729072	8.716578	5.21012	3.406152
TMED9	85.6715	91.5644	110.54592	287.4058	233.205	242.8408	177.2889	28.87219	220.0189	308.9219
TMEFF1	0.13164968	0.0	18.13879	0.5318994	3.387562	3.792006	45.31583	305.1536	0.4227557	0.11112794
TMEFF2	0.05207279	0.0	0.8889299	0.041406936	39.80674	0.5438937	3.573967	21.77107	4.614599	0.10801282
TMEM100	0.0	0.0	0.5978915	0.4287408	0.5539611	0.15408516	0.1414493	0.0	0.785261	67.97306
TMEM101	15.66655	16.5383	39.87339	29.5055	18.23869	46.97312	27.62126	31.11239	24.98742	21.80349
TMEM102	2.958533	3.608657	12.187041	11.437234	0.7375145	7.030469	1.623744	0.4069658	0.9346678	1.879351
TMEM104	2.523431	2.119687	11.835903	8.506405	7.419192	13.59551	8.623329	2.293539	4.332749	18.00265
TMEM105	0.0	0.0	0.001573752	0.03157277	0.019000618	0.0	0.040923264	0.0	0.0	0.08614605
TMEM106A	12.93928	6.501673	0.9281855	1.545882	2.228474	6.726952	0.05279209	0.11478097	2.785188	4.237988
TMEM106B	18.10403	9.451946	4.401261	5.794488	10.529616	4.815711	5.063558	23.81443	15.41727	12.68662
TMEM106C	18.64691	109.69093	21.79751	122.4322	46.97312	72.10468	86.44067	106.13977	41.03781	32.87874
TMEM107	7.43666	14.83347	7.644141	12.9004	4.115544	12.276083	9.879646	10.157235	3.946137	3.920882
TMEM108	0.13032289	0.039330436	7.972764	0.020651906	27.24979	0.3278406	5.986186	1.713	0.4311599	0.15717951
TMEM109	29.7486	8.73678	15.8697	22.91887	34.74459	78.55487	33.98194	1.3349713	20.12616	35.39972
TMEM11	8.38987	18.79537	80.92575	52.75878	39.65318	65.22592	24.5334	14.53017	24.83344	20.05327
TMEM110	7.94136	6.987294	10.841816	10.199637	7.15537	10.773744	6.730768	5.920076	7.765348	6.6118
TMEM110-MUSTN1	0.0	1.1165687	0.422155	2.338878	7.341459	1.2993156	1.1895619	0.0	1.684869	1.1820514
TMEM114	0.0	0.07136439	5.47263	0.0	0.026357123	0.0	0.0	0.262784	0.0	0.0
TMEM115	7.790699	5.538727	31.88919	30.39719	29.75594	60.99969	33.62634	11.361617	25.62809	36.97254
TMEM116	1.524243	11.934179	11.35348	7.081156	5.070678	2.492672	5.839422	5.261458	4.649944	2.020392
TMEM117	1.585867	3.823834	0.1355585	5.33795	6.520851	0.8665062	3.215602	1.76671	7.438701	16.42663
TMEM119	0.0	0.2739641	0.13197942	0.0	15.9514	0.0	0.14765336	0.0	42.6348	68.93818
TMEM120A	5.302015	26.40838	32.46344	24.36997	25.70889	82.92661	16.41726	20.32461	20.0454	95.39907
TMEM120B	3.53455	3.792006	11.442649	5.519721	9.951219	7.332101	2.580577	3.517877	6.302367	7.587198
TMEM121	2.637252	0.05612077	2.881554	3.104804	0.9633378	14.79243	8.202576	17.33537	2.382223	0.8416117
TMEM123	221.4681	163.2794	31.48419	55.00058	101.94309	122.7603	40.74436	3.81195	83.1387	78.92596
TMEM125	1.492636	0.002805307	49.74271	2.319909	0.0	0.3266367	0.0	0.0	0.0	0.0
TMEM126A	20.77889	54.097	27.92583	26.51246	36.58429	27.97154	20.84928	53.43829	48.75936	49.89271
TMEM126B	23.18441	63.89348	44.58529	27.6139	29.64506	27.36	23.78618	51.91089	43.93054	24.3147
TMEM127	10.518336	9.679974	17.59109	26.05214	33.07467	35.2796	12.134156	9.928388	26.51246	23.21532
TMEM128	14.18511	36.27502	25.1231	17.05696	19.26447	19.99971	20.26107	63.325	27.36938	26.947
TMEM129	15.44714	5.58998	48.96899	18.71483	17.7096	30.5568	39.58098	17.85662	12.263783	18.60903
TMEM130	0.2836072	0.0766174	2.81025	0.015909036	0.05210451	0.011577985	6.412506	5.775635	5.02161	0.3360949
TMEM131	18.37767	14.92724	14.48287	21.59696	16.2161	15.37808	14.37583	3.737246	14.24948	23.37896
TMEM132A	0.00893508	0.5048595	36.88641	23.49017	17.35833	47.8344	121.3564	109.98611	13.48048	31.31695
TMEM132B	0.0	0.501581	11.174222	0.5528216	0.2747568	0.024157315	0.3086801	15.42534	0.22016596	0.09538529
TMEM132C	0.0	0.001467115	0.17484909	0.0	0.002021321	0.0	14.16188	0.06957841	0.0	0.0
TMEM132D	0.0	0.19946273	2.711056	0.0	0.009516304	0.010314668	14.85259	1.1884247	0.0	0.0
TMEM132E	0.008072376	0.00151269	0.17246342	0.0	0.004959638	0.015901055	0.2921033	0.4513449	0.010879618	0.0
TMEM133	0.9034186	1.536237	9.212673	1.1143092	3.111371	1.2364813	0.6557791	0.13775039	2.991442	7.767745
TMEM134	18.3541	9.618157	87.28853	43.64857	29.69604	68.93818	39.49223	13.63104	10.610182	18.61559
TMEM135	4.34897	8.119978	3.768201	4.009459	2.593711	5.524219	3.443437	4.268588	3.186546	8.093208
TMEM136	2.14291	6.608063	4.124129	1.3600627	4.553514	4.308018	4.703554	12.219328	5.679178	4.198264
TMEM138	8.547304	28.62233	21.35952	27.62835	28.17596	29.17242	9.824269	7.571119	24.36397	9.610054
TMEM139	0.08741441	0.2557931	2.225121	10.536897	0.16988201	0.4799958	0.3069043	0.509441	0.1353154	0.11891577
TMEM140	15.60395	24.99834	12.193049	7.90047	8.53573	26.14439	6.883449	1.0669315	7.319994	6.553571
TMEM141	37.30682	13.91705	267.7694	399.7859	181.0513	293.2847	35.1886	41.97539	44.97561	28.70733
TMEM143	3.374707	5.376148	17.40014	4.521905	3.823834	5.030972	5.028249	2.289329	3.089289	2.577343
TMEM144	3.260639	0.04734157	0.4275941	3.145912	1.3798958	5.032684	0.04196118	0.5953812	0.6312178	1.631894
TMEM145	0.01468381	0.1197687	1.561126	0.05937023	0.07378539	0.0647996	5.535501	6.226466	0.010197614	0.2747568
TMEM147	34.96385	48.37423	308.9219	122.0068	66.69622	160.3987	151.6539	54.48511	74.83391	170.3315
TMEM14A	13.00548	35.07325	9.756799	26.16185	11.7186	24.21463	19.55637	242.045	32.47216	23.55615
TMEM14B	61.03528	93.57914	69.9376	53.97717	62.38384	58.86273	19.64105	137.4078	59.9069	34.97182
TMEM14C	79.60526	109.48087	73.90677	107.4079	96.22769	73.10153	57.8341	52.8718	181.0513	75.25066
TMEM14E	0.2752004	1.1007518	0.014171995	0.08554937	0.015679845	1.3588524	0.0	0.0	0.3992958	0.0
TMEM150A	6.39739	1.1859005	27.85387	10.348659	32.32424	32.45869	16.14744	2.944453	8.682265	15.2619
TMEM150B	1.2482359	0.02305259	0.2546907	0.0	0.012930121	0.0	0.0	0.0	0.0	0.0
TMEM150C	4.554662	0.003118761	0.8072157	0.20035651	1.513378	4.574711	1.0756139	2.494952	0.10337232	5.219162
TMEM151A	0.08168203	0.0	3.154615	0.1719183	0.09024345	0.03597939	1.705278	3.486191	0.020181674	0.5329146
TMEM151B	0.5671543	1.560572	10.389729	0.3358144	0.11735336	0.7013304	25.35054	44.78797	0.5972408	0.14745243
TMEM154	2.144028	8.96899	0.3242224	46.49514	0.6848541	10.801626	0.1582119	0.0	1.3895911	6.063602
TMEM155	0.0	0.05149151	0.17138786	0.04610533	1.703332	0.08707539	0.04961069	0.05635221	3.400661	0.0
TMEM156	2.219569	29.20465	0.0	0.7200029	0.03536412	0.4149262	0.0	0.0	1.2879522	4.322968
TMEM158	0.07650992	0.01580559	12.338204	2.772511	5.737803	0.2878608	11.988085	5.160922	19.87578	97.52232
TMEM159	29.79511	8.722809	16.47985	23.10981	5.201128	15.91574	4.843083	5.58998	21.73544	15.7504
TMEM160	16.76153	7.84047	151.6539	22.19498	21.60192	71.18385	60.63253	124.8273	7.191124	28.10769
TMEM161A	8.789177	6.479712	83.60535	21.51867	11.916262	43.44518	35.88521	7.934055	12.363205	17.18916
TMEM161B	11.578644	22.63446	2.832969	3.970031	2.754627	2.751438	2.102798	32.0146	5.374358	3.769766
TMEM161B-AS1	1.768223	5.651389	9.135818	2.701017	3.408327	3.066372	16.15833	16.08565	3.31789	10.018526
TMEM163	12.93051	0.14728946	2.577343	0.2749112	0.5455822	3.211829	11.568879	1.641724	0.08324363	0.0647996
TMEM164	20.12616	4.529369	6.736156	16.95073	7.38363	11.634402	7.679894	6.264707	8.719591	22.24954
TMEM165	24.82483	44.56077	55.00058	47.19339	56.02328	88.93861	24.58464	48.31955	75.70218	82.96347
TMEM167A	21.32685	24.61627	27.42195	11.427311	24.67058	10.658664	10.575643	209.9789	36.8185	18.08804
TMEM167B	18.05381	15.76082	3.37012	6.575134	10.838627	7.028497	7.048658	36.05279	23.53419	12.71458
TMEM168	7.187577	25.14208	3.538796	7.638346	7.60375	8.949445	1.6358	13.47573	14.21227	4.668273
TMEM169	0.11243555	0.0915219	0.19498654	0.22098497	4.406741	0.015554468	4.46621	12.211948	0.2677958	0.7605279
TMEM17	1.584612	1.647992	0.5840843	3.398026	2.003148	1.754332	2.070321	3.982155	1.7046	3.049835
TMEM170A	13.86941	14.10212	14.82841	6.376501	2.975914	7.395701	3.132893	13.54758	4.644699	6.006794
TMEM170B	2.946668	9.394925	0.3322302	0.04276637	1.798585	1.1976554	1.4527886	13.98642	0.2839052	0.5309678
TMEM171	0.0	0.014068361	1.839138	5.946426	13.67902	10.166406	0.0	0.02760977	7.743965	1.081988
TMEM173	150.3917	8.583517	0.12379602	23.01845	52.68424	81.88201	0.4913846	0.03466022	34.28465	36.92824
TMEM174	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TMEM175	9.074946	5.839422	15.94582	10.087963	18.19976	41.39224	16.71624	15.858	11.680536	15.19902
TMEM176A	0.4186781	0.023989364	0.5748055	0.0	0.0	0.024878982	0.1804534	0.0	1.3460642	4.046164
TMEM176B	1.4037853	0.026390653	1.2233978	0.0	0.0	0.18494921	0.19840885	1.1245159	1.992821	5.483734
TMEM177	3.209691	6.919183	64.4804	19.6901	7.606347	18.96832	9.983392	6.928458	5.659561	5.087391
TMEM178A	1.570682	0.03319697	7.692974	0.2823751	15.7036	1.3444103	15.08099	18.50997	1.1688612	11.376618
TMEM178B	0.022737861	1.2761514	4.059183	0.017684797	0.967578	0.008505496	3.612061	22.65403	0.017570361	0.07901431
TMEM179	0.0	0.0	0.3517726	0.04641723	0.0	0.02930589	0.20194006	2.283175	0.010161181	0.0
TMEM179B	18.66718	9.095172	41.97539	42.6044	52.09381	70.77366	21.63061	9.791869	38.95878	63.80583
TMEM18	16.56135	14.27759	17.43845	15.13439	10.310346	13.35389	15.73723	17.67881	12.221145	8.279562
TMEM180	3.734018	2.052719	14.7234	5.402839	0.3714592	4.975332	3.325013	6.498579	1.751749	6.602752
TMEM181	15.48986	6.844437	9.461701	18.83355	22.80445	23.16532	5.61558	27.4333	32.66404	22.02218
TMEM182	1.561126	2.542958	0.3358144	1.556303	4.460374	0.3944145	0.5073255	1.59763	1.3534229	1.681052
TMEM183A	17.09576	9.167119	5.16906	4.90641	4.448132	3.604562	8.461463	30.76863	13.27105	23.81443
TMEM184A	0.08036417	0.023466911	0.4425149	2.066714	0.05727364	0.3446106	0.03278794	0.06272664	0.17337105	0.3098479
TMEM184B	3.922362	1.577509	45.597	35.80942	29.87756	62.5931	33.11531	8.155951	22.8965	36.29873
TMEM184C	8.24008	12.86862	12.57546	14.635	23.5276	12.81337	9.641304	22.86977	24.37469	12.96334
TMEM185A	8.731211	9.49182	6.256112	4.729046	5.659561	8.165153	5.737803	9.164042	8.149016	10.385567
TMEM185B	5.417061	4.011749	5.794488	12.294675	13.57622	13.86702	4.69579	2.311478	9.505517	8.646825
TMEM186	2.63562	9.740991	10.094686	9.661072	5.392886	6.734254	4.938332	3.284	5.285364	7.450864
TMEM187	1.81051	3.522606	25.34468	6.471704	7.488192	26.83658	6.369645	4.511891	3.446771	6.632097
TMEM189	11.389628	5.926772	59.61007	42.30093	27.74561	105.07424	15.3999	7.38363	18.50997	42.54367
TMEM189-UBE2V1	0.0	2.985757	7.045323	1.569008	1.915139	11.43942	0.003836221	0.018351366	4.9036	0.0
TMEM19	4.242598	11.926271	2.545528	6.925141	9.158998	5.665598	3.847499	12.63174	6.339548	8.881397
TMEM190	0.10874317	0.0	2.525821	0.4061649	0.22514067	0.11321446	0.07629655	0.0	0.4653476	0.6684803
TMEM191A	0.18032406	0.21544904	0.5870581	0.7898064	0.128582	0.17526875	0.07907052	1.64974	0.11990679	0.17869108
TMEM191B	0.16497399	0.2585507	0.10214269	0.17131949	0.05620183	0.12217348	0.02452614	4.428611	0.039869882	0.20092446
TMEM191C	1.1311103	0.8222176	0.3298823	1.1043062	0.07333718	0.671935	0.4950279	11.463687	0.5436257	1.537827
TMEM192	5.563854	4.602392	2.001893	6.235316	4.58451	4.417581	1.3670877	3.636491	4.554662	13.56965
TMEM194A	5.725903	34.57328	20.72967	9.806543	9.422157	9.143878	6.14496	3.237283	6.68952	2.806206
TMEM194B	6.249475	6.720817	0.666571	3.155113	1.854019	1.3273833	0.3752418	0.4755599	2.99555	0.9587595
TMEM196	0.0	0.07069553	0.008599597	0.0	0.0	0.0	0.3781757	18.37387	0.0	0.0
TMEM198	0.21243393	0.4602567	9.760039	2.153201	2.030117	0.017807818	15.21699	17.6959	0.9514449	1.2095456
TMEM199	6.976298	12.68662	6.96592	14.53017	12.237313	11.581612	17.64765	34.7581	12.87213	11.774105
TMEM2	3.884532	6.091019	8.741898	29.59451	28.68878	13.56965	15.51964	4.548942	19.81309	24.03426
TMEM200A	1.3521792	10.3408	4.239553	14.52652	2.585547	0.8985189	5.742352	17.65394	24.21463	21.6604
TMEM200B	0.012391983	0.07760421	4.159727	0.4518082	0.09016471	0.9222534	0.601219	0.4799958	7.248171	2.958533
TMEM200C	0.0	0.0	3.609848	0.0	0.0	0.014940147	12.064307	4.532904	1.740271	0.5332189
TMEM201	9.867157	1.482501	9.539993	6.392652	3.616483	8.501818	10.425536	3.521698	1.621404	3.745
TMEM202	0.0	0.00509344	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TMEM203	8.589427	20.44824	54.94804	35.37402	31.03496	35.50069	32.39525	37.82703	37.70967	17.27821
TMEM204	3.232711	0.18980596	0.06020042	1.896937	0.404577	47.90829	0.040872619	0.22584295	5.8069	10.625961
TMEM205	52.09381	40.39253	223.7388	59.9069	44.88461	176.0068	80.3064	39.26949	47.6382	61.45817
TMEM206	16.04188	18.90394	15.77332	8.277012	7.701161	16.0555	25.82589	22.87842	8.497822	4.356547
TMEM207	0.0	0.06884401	0.0	0.0	0.0	0.0	0.0	0.10371436	0.0	0.0
TMEM208	18.22221	21.80349	71.10174	50.73824	44.0306	67.68295	39.25916	22.7041	28.82386	51.51531
TMEM209	5.891865	24.36997	16.8707	16.40828	15.7036	8.988003	6.33318	8.571605	8.803032	7.512802
TMEM211	0.0	0.026628806	0.006506471	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TMEM212	0.0	0.06640436	0.0	0.0	0.0	0.039427525	0.0	0.0	0.0	0.0
TMEM213	0.009094485	0.0	0.08805888	0.0	0.0	0.0	0.011163639	0.2507987	0.0	0.0
TMEM214	16.0448	14.52254	39.00829	60.9764	58.33358	89.43121	20.21441	2.739425	72.65373	45.43182
TMEM215	0.0	0.014403384	0.2811473	0.0	0.0	0.0	0.0	0.029402645	0.0	0.0
TMEM216	19.79487	19.43007	54.28171	13.02718	11.30094	27.13077	12.64691	7.812201	17.55504	14.89522
TMEM217	1.0581947	2.583152	0.18387712	1.3043908	1.415555	15.82941	0.16988201	0.07386869	4.113027	1.842535
TMEM218	4.209435	6.065122	4.944332	4.399722	5.030972	6.687612	4.93365	8.293823	4.711648	3.919793
TMEM219	71.91634	25.35794	0.0	46.01479	50.09379	119.87698	94.90309	72.10468	61.57694	75.82134
TMEM220	25.04099	0.9812927	1.1255999	1.1219333	1.66416	1.713	0.09385276	1.3167665	1.541202	4.595012
TMEM220-AS1	4.778927	0.0	3.339204	0.08850386	0.6371682	0.7781131	0.03565814	0.0	0.6279323	0.3395762
TMEM221	0.13344202	0.07544755	1.764241	0.5909355	0.19213766	0.22611263	4.606072	0.0780267	0.08714381	0.2930667
TMEM222	12.65021	10.106376	40.05434	37.75376	32.86276	59.94799	24.77584	36.14545	20.32461	24.58064
TMEM223	8.033818	8.566557	73.47555	31.95568	16.26681	32.74125	14.36687	10.170607	13.01822	39.58098
TMEM225	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TMEM229A	0.0	0.0	0.15231188	0.0	0.0	0.0	0.12466302	0.2721841	0.0	0.1394805
TMEM229B	3.07773	0.8397904	0.6146157	1.488024	0.12512436	0.04885141	0.3988505	3.089289	0.12564095	0.4498262
TMEM230	59.70286	90.4699	51.26793	26.21357	60.38176	59.64828	34.93164	33.86993	98.5874	46.88174
TMEM231	2.484255	5.272757	2.888089	4.611337	2.702474	4.147778	11.109179	10.567205	10.662987	9.753013
TMEM232	0.8160356	0.5438937	0.03364129	0.13256214	0.3008805	0.03372889	0.7338621	1.881322	0.2461708	0.4990701
TMEM233	0.0	0.0031599256	0.07489359	0.0	11.376618	0.04344966	0.0	0.039330436	0.0	0.0
TMEM234	9.515829	3.573967	6.148769	12.384543	12.76199	16.37473	12.99146	12.69821	11.92474	14.80631
TMEM235	0.05086852	0.0	0.025705342	0.0	0.0	0.13520649	0.0	0.0	0.0	0.0
TMEM236	0.017439522	0.001447921	0.0	0.0	0.003106119	0.016757706	0.0	0.0	0.004018416	0.040285901
TMEM237	9.037666	10.475444	12.15724	32.10343	26.78964	24.40141	28.55379	26.96773	35.26656	14.66754
TMEM238	2.129765	0.7541036	0.8144686	3.881696	0.10928702	0.4376358	0.3644871	0.0	0.1553251	0.448163
TMEM239	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TMEM240	0.13748563	0.0	2.093136	0.07136439	0.10465384	3.07773	10.490449	12.308204	2.517609	1.3093055
TMEM241	4.844366	7.674996	6.807037	8.95835	9.869702	6.768075	0.9385824	1.518746	6.930694	6.668697
TMEM242	3.231516	5.292537	0.8327836	3.572354	2.705232	3.045773	3.589545	7.890337	3.98112	4.58002
TMEM243	11.442649	117.60149	14.16409	15.65636	11.259409	17.72312	9.619944	2.032785	28.209	28.90557
TMEM244	0.0	0.16130449	0.0	0.0	0.7931495	0.0	0.0	0.0820104	0.0420954	0.0
TMEM245	7.729837	19.34326	16.94526	17.58535	21.62136	17.57795	9.240752	17.59443	17.63656	21.34154
TMEM246	8.264628	0.0	52.46968	7.074897	10.073112	2.730737	19.68429	9.069297	27.24979	11.213825
TMEM247	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TMEM248	15.03153	25.73244	30.28652	48.17581	61.45817	56.89589	17.47137	20.78356	59.2169	32.46344
TMEM249	0.21870309	0.2887923	1.4446683	1.0110673	0.3389634	1.1829619	1.3394947	3.022224	0.2119546	0.22208732
TMEM25	6.20191	2.582495	14.76806	11.60448	9.756799	23.82903	23.47094	36.18331	12.56293	10.563581
TMEM251	8.029123	25.35054	28.86355	10.520654	11.272892	21.15064	29.24847	17.07427	12.57546	9.055446
TMEM252	0.05678737	0.0	0.0	0.0	0.0	0.0	0.005447944	0.0	0.0	0.0
TMEM253	0.3395762	0.3633035	1.3217601	1.988127	0.19578881	0.2919186	0.781626	0.3504639	0.21176383	0.2253814
TMEM254	13.93529	16.3357	35.69323	14.64077	11.230077	9.732257	19.1314	10.984874	16.82453	7.407571
TMEM254-AS1	0.9111889	0.2741775	1.3043908	0.2264695	0.2887923	0.11478097	0.7938619	0.764137	0.2899398	0.1594227
TMEM255A	0.21292589	4.208667	0.8489568	0.5207275	2.040218	0.019597782	3.274523	3.689447	0.06132641	0.06715708
TMEM255B	0.0	0.0	5.522246	5.128635	0.9148241	103.82493	3.690489	0.0	2.115851	1.737212
TMEM256	81.00258	37.4398	315.4737	108.9951	53.51244	137.7847	144.6933	103.44807	80.20427	132.2058
TMEM257	0.0	0.0	0.0012286	0.0	0.0	0.0	0.0	0.5005491	0.0	0.0
TMEM258	141.0167	451.5473	1364.6571	325.5311	364.2985	1117.3989	458.8371	201.0461	346.2193	527.2912
TMEM259	63.80583	22.5525	100.6361	61.08807	42.61687	123.1818	83.44974	80.92575	33.32238	103.82493
TMEM26	0.0	0.00145615	0.4191673	0.0	0.029044062	0.06620125	0.01944946	0.05216809	1.4744062	5.167643
TMEM260	10.507361	8.167463	8.160304	4.355307	4.508126	6.798624	6.926925	24.26032	8.84525	4.93365
TMEM27	0.4303897	0.9664486	0.5580474	1.72247	0.17119469	0.07925037	0.10740852	0.8734299	0.3014962	0.12343477
TMEM30A	25.97176	31.74282	9.857263	13.81943	20.47751	30.85944	15.34238	49.66323	39.83792	86.68699
TMEM30B	0.13785015	0.0	8.84525	14.39993	0.022003511	0.29092	0.011185503	0.07815305	0.2649229	0.0
TMEM30C	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TMEM31	0.039610161	0.10801282	0.21029858	0.0647996	0.4254773	0.17869108	2.205347	0.6244794	0.08965587	0.0
TMEM33	3.865187	9.474552	13.95866	15.84465	12.406785	10.685623	2.924493	9.829279	8.481683	8.138238
TMEM35	0.012940973	0.002441135	4.312823	0.345645	1.879351	11.109179	19.50466	193.6608	43.14131	15.87253
